	SM57_PROX_100MM		
2121.093750	-7.05	-14.95	0.89
2124.023438	-7.04	-15.04	0.78
2126.953125	-7.03	-15.10	0.76
2129.882813	-7.01	-15.18	0.71
2132.812500	-7.00	-15.28	0.83
2135.742188	-7.00	-15.39	0.76
2138.671875	-6.99	-15.51	0.79
2141.601563	-6.99	-15.63	0.74
2144.531250	-6.98	-15.75	0.69
2147.460938	-6.99	-15.86	0.75
2150.390625	-7.00	-15.99	0.70
2153.320313	-7.01	-16.13	0.83
2156.250000	-7.02	-16.23	0.93
2159.179688	-7.04	-16.26	0.89
2162.109375	-7.06	-16.21	0.75
2165.039063	-7.07	-16.13	0.86
2167.968750	-7.09	-16.01	0.86
2170.898438	-7.11	-15.88	0.92
2173.828125	-7.14	-15.76	0.87
2176.757813	-7.16	-15.66	0.84
2179.687500	-7.19	-15.57	0.95
2182.617188	-7.21	-15.53	0.85
2185.546875	-7.23	-15.50	0.87
2188.476563	-7.26	-15.48	0.89
2191.406250	-7.28	-15.43	0.82
2194.335938	-7.31	-15.39	0.85
2197.265625	-7.33	-15.38	0.89
2200.195313	-7.35	-15.38	0.84
2203.125000	-7.37	-15.39	0.79
2206.054688	-7.39	-15.41	0.59
2208.984375	-7.41	-15.42	0.76
2211.914063	-7.42	-15.47	0.88
2214.843750	-7.44	-15.54	0.89
2217.773438	-7.46	-15.62	0.89
2220.703125	-7.48	-15.73	0.89
2223.632813	-7.50	-15.81	0.91
2226.562500	-7.52	-15.84	0.93
2229.492188	-7.53	-15.84	0.90
2232.421875	-7.55	-15.83	0.87
2235.351563	-7.57	-15.83	0.84
2238.281250	-7.58	-15.83	0.92
2241.210938	-7.60	-15.84	0.94
2244.140625	-7.62	-15.87	0.98
2247.070313	-7.64	-15.96	0.98
2250.000000	-7.66	-16.07	0.95
2252.929688	-7.68	-16.22	0.91
2255.859375	-7.70	-16.40	0.89
2258.789063	-7.72	-16.58	0.82
2261.718750	-7.74	-16.78	0.83
2264.648438	-7.76	-16.98	0.90
2267.578125	-7.78	-17.17	0.80
2270.507813	-7.80	-17.33	0.71
2273.437500	-7.82	-17.50	0.77
2276.367188	-7.83	-17.67	0.85
2279.296875	-7.84	-17.86	0.88
2282.226563	-7.85	-18.05	0.70
2285.156250	-7.86	-18.24	0.71
2288.085938	-7.87	-18.42	0.82
2291.015625	-7.87	-18.57	0.83
2293.945313	-7.87	-18.70	0.83
2296.875000	-7.88	-18.81	0.83
2299.804688	-7.87	-18.94	0.84
2302.734375	-7.87	-19.09	0.87
2305.664063	-7.86	-19.27	0.88
2308.593750	-7.85	-19.45	0.93
2311.523438	-7.84	-19.65	0.83
2314.453125	-7.83	-19.85	0.84
2317.382813	-7.81	-20.05	0.95
2320.312500	-7.80	-20.26	0.97
2323.242188	-7.79	-20.47	0.92
2326.171875	-7.78	-20.65	0.73
2329.101563	-7.77	-20.83	0.78
2332.031250	-7.76	-20.98	0.82
2334.960938	-7.75	-21.12	0.98
2337.890625	-7.74	-21.29	0.91
2340.820313	-7.73	-21.48	0.54
2343.750000	-7.71	-21.64	0.67
2346.679688	-7.70	-21.76	0.62
2349.609375	-7.68	-21.84	0.62
2352.539063	-7.67	-21.92	0.60
2355.468750	-7.66	-21.96	0.89
2358.398438	-7.65	-21.99	0.49
2361.328125	-7.64	-22.03	0.59
2364.257813	-7.62	-22.06	0.87
2367.187500	-7.61	-22.11	0.98
2370.117188	-7.60	-22.17	0.95
2373.046875	-7.59	-22.23	0.79
2375.976563	-7.59	-22.28	0.80
2378.906250	-7.58	-22.33	0.82
2381.835938	-7.57	-22.36	0.77
2384.765625	-7.57	-22.42	0.73
2387.695313	-7.56	-22.47	0.74
2390.625000	-7.56	-22.53	0.70
2393.554688	-7.55	-22.59	0.83
2396.484375	-7.55	-22.65	0.78
2399.414063	-7.55	-22.72	0.78
2402.343750	-7.56	-22.78	0.84
2405.273438	-7.56	-22.88	0.82
2408.203125	-7.57	-23.02	0.84
2411.132813	-7.57	-23.18	0.89
2414.062500	-7.58	-23.37	0.93
2416.992188	-7.59	-23.58	0.93
2419.921875	-7.61	-23.81	0.91
2422.851563	-7.63	-24.05	0.88
2425.781250	-7.66	-24.30	0.76
2428.710938	-7.69	-24.54	0.67
2431.640625	-7.72	-24.79	0.76
2434.570313	-7.76	-25.05	0.86
2437.500000	-7.79	-25.30	0.91
2440.429688	-7.83	-25.58	0.95
2443.359375	-7.87	-25.88	0.93
2446.289063	-7.92	-26.23	0.87
2449.218750	-7.96	-26.60	0.81
2452.148438	-8.00	-27.00	0.81
2455.078125	-8.05	-27.43	0.86
2458.007813	-8.09	-27.88	0.93
2460.937500	-8.14	-28.33	0.68
2463.867188	-8.18	-28.79	0.87
2466.796875	-8.22	-29.23	0.96
2469.726563	-8.26	-29.64	0.88
2472.656250	-8.31	-30.01	0.85
2475.585938	-8.36	-30.37	0.84
2478.515625	-8.41	-30.70	0.70
2481.445313	-8.45	-31.03	0.73
2484.375000	-8.49	-31.41	0.88
2487.304688	-8.53	-31.79	0.88
2490.234375	-8.56	-32.16	0.85
2493.164063	-8.59	-32.58	0.85
2496.093750	-8.61	-33.05	0.78
2499.023438	-8.63	-33.55	0.87
2501.953125	-8.65	-34.04	0.88
2504.882813	-8.66	-34.54	0.88
2507.812500	-8.67	-35.05	0.91
2510.742188	-8.68	-35.54	0.91
2513.671875	-8.68	-36.04	0.90
2516.601563	-8.69	-36.53	0.90
2519.531250	-8.69	-37.01	0.92
2522.460938	-8.70	-37.46	0.84
2525.390625	-8.70	-37.91	0.92
2528.320313	-8.71	-38.34	0.88
2531.250000	-8.71	-38.77	0.93
2534.179688	-8.72	-39.17	0.91
2537.109375	-8.73	-39.54	0.90
2540.039063	-8.74	-39.87	0.85
2542.968750	-8.75	-40.18	0.78
2545.898438	-8.76	-40.48	0.76
2548.828125	-8.78	-40.76	0.68
2551.757813	-8.78	-41.03	0.75
2554.687500	-8.78	-41.28	0.82
2557.617188	-8.78	-41.51	0.75
2560.546875	-8.77	-41.77	0.87
2563.476563	-8.76	-42.07	0.91
2566.406250	-8.76	-42.38	0.89
2569.335938	-8.75	-42.70	0.87
2572.265625	-8.75	-43.02	0.75
2575.195313	-8.75	-43.32	0.74
2578.125000	-8.74	-43.62	0.86
2581.054688	-8.74	-43.89	0.66
2583.984375	-8.74	-44.15	0.67
2586.914063	-8.74	-44.43	0.76
2589.843750	-8.74	-44.74	0.72
2592.773438	-8.74	-45.08	0.81
2595.703125	-8.74	-45.42	0.76
2598.632813	-8.75	-45.78	0.78
2601.562500	-8.75	-46.12	0.72
2604.492188	-8.76	-46.48	0.76
2607.421875	-8.76	-46.83	0.58
2610.351563	-8.76	-47.20	0.25
2613.281250	-8.76	-47.54	0.88
2616.210938	-8.75	-47.88	0.89
2619.140625	-8.75	-48.21	0.90
2622.070313	-8.75	-48.52	0.90
2625.000000	-8.75	-48.82	0.89
2627.929688	-8.74	-49.10	0.85
2630.859375	-8.73	-49.37	0.87
2633.789063	-8.73	-49.64	0.96
2636.718750	-8.72	-49.91	0.95
2639.648438	-8.71	-50.17	0.83
2642.578125	-8.69	-50.46	0.92
2645.507813	-8.69	-50.77	0.92
2648.437500	-8.68	-51.09	0.89
2651.367188	-8.67	-51.42	0.86
2654.296875	-8.66	-51.75	0.91
2657.226563	-8.65	-52.08	0.93
2660.156250	-8.64	-52.40	0.95
2663.085938	-8.64	-52.70	0.96
2666.015625	-8.63	-52.99	0.92
2668.945313	-8.62	-53.26	0.87
2671.875000	-8.61	-53.53	0.93
2674.804688	-8.60	-53.80	0.80
2677.734375	-8.59	-54.07	0.82
2680.664063	-8.57	-54.35	0.94
2683.593750	-8.56	-54.63	0.86
2686.523438	-8.54	-54.90	0.87
2689.453125	-8.53	-55.16	0.86
2692.382813	-8.51	-55.41	0.85
2695.312500	-8.50	-55.66	0.79
2698.242188	-8.49	-55.93	0.75
2701.171875	-8.48	-56.22	0.78
2704.101563	-8.47	-56.53	0.75
2707.031250	-8.46	-56.85	0.69
2709.960938	-8.45	-57.19	0.82
2712.890625	-8.44	-57.53	0.80
2715.820313	-8.43	-57.85	0.86
2718.750000	-8.41	-58.17	0.90
2721.679688	-8.39	-58.48	0.92
2724.609375	-8.38	-58.78	0.82
2727.539063	-8.36	-59.08	0.90
2730.468750	-8.34	-59.37	0.95
2733.398438	-8.32	-59.67	0.94
2736.328125	-8.29	-59.95	0.90
2739.257813	-8.27	-60.24	0.87
2742.187500	-8.24	-60.53	0.87
2745.117188	-8.20	-60.82	0.90
2748.046875	-8.17	-61.10	0.92
2750.976563	-8.13	-61.38	0.83
2753.906250	-8.10	-61.66	0.95
2756.835938	-8.06	-61.94	0.93
2759.765625	-8.02	-62.20	0.94
2762.695313	-7.98	-62.47	0.97
2765.625000	-7.94	-62.74	0.96
2768.554688	-7.90	-63.02	0.94
2771.484375	-7.87	-63.29	0.83
2774.414063	-7.83	-63.56	0.89
2777.343750	-7.79	-63.82	0.91
2780.273438	-7.74	-64.07	0.94
2783.203125	-7.70	-64.31	0.96
2786.132813	-7.66	-64.53	0.96
2789.062500	-7.62	-64.73	0.96
2791.992188	-7.58	-64.89	0.94
2794.921875	-7.55	-65.03	0.94
2797.851563	-7.52	-65.14	0.92
2800.781250	-7.49	-65.24	0.84
2803.710938	-7.46	-65.35	0.79
2806.640625	-7.44	-65.48	0.80
2809.570313	-7.42	-65.61	0.86
2812.500000	-7.40	-65.73	0.88
2815.429688	-7.39	-65.83	0.88
2818.359375	-7.38	-65.93	0.92
2821.289063	-7.37	-66.01	0.96
2824.218750	-7.36	-66.11	0.98
2827.148438	-7.34	-66.20	0.98
2830.078125	-7.33	-66.29	0.95
2833.007813	-7.32	-66.37	0.94
2835.937500	-7.32	-66.44	0.86
2838.867188	-7.31	-66.53	0.97
2841.796875	-7.30	-66.61	0.94
2844.726563	-7.30	-66.70	0.72
2847.656250	-7.29	-66.79	0.94
2850.585938	-7.29	-66.88	0.96
2853.515625	-7.29	-66.96	0.99
2856.445313	-7.29	-67.02	1.00
2859.375000	-7.29	-67.07	0.96
2862.304688	-7.29	-67.11	0.90
2865.234375	-7.28	-67.13	0.95
2868.164063	-7.27	-67.15	0.97
2871.093750	-7.26	-67.18	0.94
2874.023438	-7.24	-67.22	0.82
2876.953125	-7.23	-67.27	0.47
2879.882813	-7.21	-67.34	0.90
2882.812500	-7.19	-67.41	0.86
2885.742188	-7.17	-67.46	0.87
2888.671875	-7.15	-67.51	0.87
2891.601563	-7.13	-67.56	0.88
2894.531250	-7.10	-67.59	0.87
2897.460938	-7.07	-67.62	0.88
2900.390625	-7.04	-67.65	0.93
2903.320313	-7.01	-67.67	0.88
2906.250000	-6.98	-67.69	0.81
2909.179688	-6.94	-67.71	0.85
2912.109375	-6.90	-67.73	0.87
2915.039063	-6.87	-67.76	0.89
2917.968750	-6.83	-67.76	0.88
2920.898438	-6.79	-67.75	0.91
2923.828125	-6.76	-67.72	0.94
2926.757813	-6.72	-67.66	0.92
2929.687500	-6.68	-67.58	0.92
2932.617188	-6.64	-67.49	0.91
2935.546875	-6.60	-67.36	0.90
2938.476563	-6.56	-67.22	0.89
2941.406250	-6.52	-67.05	0.92
2944.335938	-6.48	-66.86	0.91
2947.265625	-6.44	-66.62	0.84
2950.195313	-6.40	-66.35	0.79
2953.125000	-6.35	-66.07	0.81
2956.054688	-6.31	-65.77	0.84
2958.984375	-6.27	-65.45	0.81
2961.914063	-6.23	-65.07	0.75
2964.843750	-6.19	-64.65	0.86
2967.773438	-6.14	-64.19	0.64
2970.703125	-6.10	-63.73	0.47
2973.632813	-6.07	-63.30	0.35
2976.562500	-6.03	-62.89	0.56
2979.492188	-6.00	-62.42	0.48
2982.421875	-5.97	-61.94	0.40
2985.351563	-5.94	-61.45	0.59
2988.281250	-5.92	-61.02	0.44
2991.210938	-5.90	-60.61	0.52
2994.140625	-5.88	-60.20	0.66
2997.070313	-5.86	-59.79	0.58
3000.000000	-5.84	-59.39	0.77
3002.929688	-5.81	-58.94	0.53
3005.859375	-5.80	-58.46	0.61
3008.789063	-5.77	-57.97	0.86
3011.718750	-5.75	-57.40	0.58
3014.648438	-5.73	-56.77	0.61
3017.578125	-5.70	-56.13	0.30
3020.507813	-5.68	-55.49	0.10
3023.437500	-5.65	-54.82	0.25
3026.367188	-5.63	-54.09	0.78
3029.296875	-5.61	-53.28	0.90
3032.226563	-5.59	-52.36	0.88
3035.156250	-5.57	-51.34	0.81
3038.085938	-5.55	-50.22	0.82
3041.015625	-5.54	-49.03	0.84
3043.945313	-5.52	-47.75	0.59
3046.875000	-5.50	-46.41	0.17
3049.804688	-5.49	-45.06	0.45
3052.734375	-5.46	-43.71	0.59
3055.664063	-5.44	-42.39	0.63
3058.593750	-5.42	-41.06	0.46
3061.523438	-5.39	-39.68	0.34
3064.453125	-5.37	-38.27	0.58
3067.382813	-5.36	-36.77	0.62
3070.312500	-5.34	-35.20	0.76
3073.242188	-5.32	-33.59	0.88
3076.171875	-5.30	-31.95	0.74
3079.101563	-5.27	-30.30	0.66
3082.031250	-5.25	-28.58	0.60
3084.960938	-5.23	-26.86	0.28
3087.890625	-5.22	-25.14	0.04
3090.820313	-5.20	-23.41	0.22
3093.750000	-5.19	-21.65	0.49
3096.679688	-5.18	-19.82	0.37
3099.609375	-5.17	-17.95	0.49
3102.539063	-5.16	-16.12	0.34
3105.468750	-5.15	-14.30	0.18
3108.398438	-5.14	-12.52	0.71
3111.328125	-5.13	-10.76	0.49
3114.257813	-5.12	-9.10	0.35
3117.187500	-5.11	-7.52	0.90
3120.117188	-5.10	-5.97	0.70
3123.046875	-5.09	-4.46	0.55
3125.976563	-5.07	-2.93	0.48
3128.906250	-5.05	-1.42	0.35
3131.835938	-5.03	0.00	0.26
3134.765625	-5.00	1.32	0.42
3137.695313	-4.98	2.52	0.29
3140.625000	-4.97	3.65	0.01
3143.554688	-4.95	4.67	0.05
3146.484375	-4.95	5.57	0.24
3149.414063	-4.94	6.42	0.40
3152.343750	-4.94	7.26	0.35
3155.273438	-4.93	8.09	0.51
3158.203125	-4.92	8.83	0.62
3161.132813	-4.91	9.46	0.49
3164.062500	-4.90	10.07	0.54
3166.992188	-4.89	10.70	0.46
3169.921875	-4.89	11.36	0.62
3172.851563	-4.88	12.07	0.50
3175.781250	-4.88	12.77	0.42
3178.710938	-4.88	13.40	0.06
3181.640625	-4.88	14.00	0.30
3184.570313	-4.88	14.54	0.43
3187.500000	-4.89	15.07	0.47
3190.429688	-4.89	15.62	0.49
3193.359375	-4.90	16.15	0.60
3196.289063	-4.91	16.59	0.46
3199.218750	-4.92	16.98	0.29
3202.148438	-4.94	17.35	0.35
3205.078125	-4.95	17.73	0.39
3208.007813	-4.97	18.07	0.71
3210.937500	-4.98	18.39	0.77
3213.867188	-4.99	18.68	0.54
3216.796875	-5.01	18.98	0.18
3219.726563	-5.02	19.24	0.27
3222.656250	-5.04	19.47	0.48
3225.585938	-5.05	19.67	0.62
3228.515625	-5.07	19.85	0.65
3231.445313	-5.08	20.02	0.64
3234.375000	-5.10	20.17	0.60
3237.304688	-5.11	20.29	0.36
3240.234375	-5.13	20.41	0.44
3243.164063	-5.14	20.50	0.67
3246.093750	-5.16	20.55	0.67
3249.023438	-5.18	20.57	0.70
3251.953125	-5.21	20.59	0.73
3254.882813	-5.24	20.59	0.56
3257.812500	-5.27	20.57	0.56
3260.742188	-5.30	20.57	0.76
3263.671875	-5.34	20.57	0.73
3266.601563	-5.38	20.59	0.75
3269.531250	-5.42	20.57	0.68
3272.460938	-5.47	20.55	0.68
3275.390625	-5.52	20.51	0.65
3278.320313	-5.57	20.45	0.55
3281.250000	-5.62	20.38	0.59
3284.179688	-5.67	20.30	0.63
3287.109375	-5.73	20.21	0.52
3290.039063	-5.78	20.14	0.63
3292.968750	-5.84	20.05	0.79
3295.898438	-5.89	19.92	0.58
3298.828125	-5.95	19.79	0.61
3301.757813	-6.01	19.67	0.68
3304.687500	-6.07	19.60	0.47
3307.617188	-6.14	19.51	0.56
3310.546875	-6.20	19.43	0.59
3313.476563	-6.27	19.37	0.67
3316.406250	-6.34	19.34	0.67
3319.335938	-6.42	19.32	0.64
3322.265625	-6.49	19.31	0.45
3325.195313	-6.57	19.31	0.68
3328.125000	-6.64	19.34	0.78
3331.054688	-6.72	19.36	0.56
3333.984375	-6.80	19.37	0.65
3336.914063	-6.88	19.36	0.46
3339.843750	-6.96	19.34	0.36
3342.773438	-7.03	19.32	0.59
3345.703125	-7.10	19.31	0.82
3348.632813	-7.17	19.31	0.84
3351.562500	-7.25	19.31	0.67
3354.492188	-7.32	19.30	0.71
3357.421875	-7.39	19.28	0.66
3360.351563	-7.47	19.26	0.73
3363.281250	-7.54	19.24	0.73
3366.210938	-7.62	19.22	0.66
3369.140625	-7.70	19.19	0.55
3372.070313	-7.78	19.14	0.52
3375.000000	-7.86	19.08	0.59
3377.929688	-7.94	19.00	0.32
3380.859375	-8.02	18.90	0.66
3383.789063	-8.10	18.80	0.61
3386.718750	-8.18	18.70	0.76
3389.648438	-8.26	18.59	0.52
3392.578125	-8.34	18.47	0.71
3395.507813	-8.41	18.39	0.71
3398.437500	-8.50	18.31	0.52
3401.367188	-8.58	18.24	0.51
3404.296875	-8.66	18.18	0.71
3407.226563	-8.74	18.13	0.73
3410.156250	-8.83	18.12	0.81
3413.085938	-8.92	18.16	0.58
3416.015625	-9.01	18.19	0.61
3418.945313	-9.10	18.21	0.61
3421.875000	-9.19	18.21	0.58
3424.804688	-9.28	18.19	0.53
3427.734375	-9.38	18.19	0.58
3430.664063	-9.47	18.23	0.62
3433.593750	-9.57	18.31	0.45
3436.523438	-9.66	18.39	0.84
3439.453125	-9.76	18.44	0.83
3442.382813	-9.85	18.46	0.37
3445.312500	-9.93	18.49	0.77
3448.242188	-10.02	18.49	0.45
3451.171875	-10.10	18.50	0.78
3454.101563	-10.18	18.47	0.87
3457.031250	-10.26	18.42	0.85
3459.960938	-10.33	18.34	0.83
3462.890625	-10.40	18.24	0.57
3465.820313	-10.46	18.13	0.45
3468.750000	-10.52	18.04	0.56
3471.679688	-10.59	17.96	0.58
3474.609375	-10.65	17.92	0.60
3477.539063	-10.72	17.93	0.36
3480.468750	-10.79	17.96	0.53
3483.398438	-10.86	17.99	0.66
3486.328125	-10.92	18.01	0.78
3489.257813	-10.98	18.01	0.66
3492.187500	-11.05	17.98	0.81
3495.117188	-11.11	17.93	0.68
3498.046875	-11.16	17.87	0.67
3500.976563	-11.22	17.81	0.59
3503.906250	-11.27	17.77	0.45
3506.835938	-11.33	17.73	0.51
3509.765625	-11.38	17.71	0.41
3512.695313	-11.43	17.69	0.83
3515.625000	-11.47	17.65	0.79
3518.554688	-11.51	17.60	0.71
3521.484375	-11.55	17.54	0.69
3524.414063	-11.59	17.47	0.76
3527.343750	-11.63	17.40	0.81
3530.273438	-11.66	17.32	0.83
3533.203125	-11.69	17.21	0.87
3536.132813	-11.72	17.09	0.64
3539.062500	-11.75	16.95	0.48
3541.992188	-11.78	16.82	0.78
3544.921875	-11.81	16.69	0.65
3547.851563	-11.83	16.57	0.90
3550.781250	-11.85	16.43	0.73
3553.710938	-11.86	16.29	0.57
3556.640625	-11.88	16.16	0.70
3559.570313	-11.90	16.01	0.78
3562.500000	-11.91	15.85	0.75
3565.429688	-11.92	15.67	0.69
3568.359375	-11.93	15.48	0.83
3571.289063	-11.93	15.30	0.76
3574.218750	-11.94	15.10	0.68
3577.148438	-11.94	14.90	0.56
3580.078125	-11.94	14.71	0.59
3583.007813	-11.94	14.52	0.80
3585.937500	-11.94	14.34	0.82
3588.867188	-11.94	14.16	0.75
3591.796875	-11.94	13.98	0.64
3594.726563	-11.94	13.79	0.73
3597.656250	-11.93	13.61	0.78
3600.585938	-11.92	13.42	0.80
3603.515625	-11.92	13.22	0.77
3606.445313	-11.91	13.00	0.85
3609.375000	-11.90	12.78	0.92
3612.304688	-11.88	12.55	0.90
3615.234375	-11.87	12.29	0.95
3618.164063	-11.86	12.02	0.96
3621.093750	-11.85	11.72	0.92
3624.023438	-11.83	11.41	0.94
3626.953125	-11.81	11.08	0.96
3629.882813	-11.80	10.72	0.92
3632.812500	-11.78	10.35	0.78
3635.742188	-11.76	9.96	0.75
3638.671875	-11.74	9.56	0.85
3641.601563	-11.71	9.11	0.77
3644.531250	-11.69	8.66	0.73
3647.460938	-11.66	8.22	0.75
3650.390625	-11.63	7.77	0.71
3653.320313	-11.61	7.32	0.77
3656.250000	-11.58	6.84	0.93
3659.179688	-11.55	6.35	0.88
3662.109375	-11.52	5.85	0.74
3665.039063	-11.48	5.35	0.60
3667.968750	-11.45	4.85	0.65
3670.898438	-11.41	4.35	0.73
3673.828125	-11.38	3.85	0.65
3676.757813	-11.34	3.37	0.75
3679.687500	-11.31	2.91	0.92
3682.617188	-11.28	2.45	0.94
3685.546875	-11.24	1.97	0.93
3688.476563	-11.21	1.47	0.88
3691.406250	-11.18	0.96	0.81
3694.335938	-11.14	0.44	0.72
3697.265625	-11.11	-0.11	0.82
3700.195313	-11.07	-0.66	0.53
3703.125000	-11.04	-1.20	0.91
3706.054688	-11.01	-1.77	0.66
3708.984375	-10.98	-2.32	0.73
3711.914063	-10.95	-2.86	0.60
3714.843750	-10.92	-3.40	0.61
3717.773438	-10.89	-3.94	0.76
3720.703125	-10.86	-4.48	0.76
3723.632813	-10.84	-5.01	0.84
3726.562500	-10.81	-5.52	0.87
3729.492188	-10.79	-6.02	0.91
3732.421875	-10.76	-6.54	0.77
3735.351563	-10.74	-7.04	0.73
3738.281250	-10.72	-7.54	0.67
3741.210938	-10.70	-8.04	0.75
3744.140625	-10.68	-8.55	0.83
3747.070313	-10.67	-9.05	0.77
3750.000000	-10.65	-9.56	0.77
3752.929688	-10.63	-10.07	0.77
3755.859375	-10.61	-10.60	0.74
3758.789063	-10.58	-11.13	0.81
3761.718750	-10.56	-11.66	0.73
3764.648438	-10.54	-12.21	0.74
3767.578125	-10.52	-12.75	0.88
3770.507813	-10.50	-13.32	0.86
3773.437500	-10.48	-13.89	0.85
3776.367188	-10.46	-14.44	0.78
3779.296875	-10.44	-15.00	0.79
3782.226563	-10.42	-15.55	0.67
3785.156250	-10.40	-16.10	0.59
3788.085938	-10.38	-16.66	0.69
3791.015625	-10.36	-17.23	0.75
3793.945313	-10.34	-17.81	0.74
3796.875000	-10.32	-18.40	0.75
3799.804688	-10.30	-19.00	0.80
3802.734375	-10.28	-19.61	0.87
3805.664063	-10.26	-20.20	0.88
3808.593750	-10.24	-20.78	0.77
3811.523438	-10.23	-21.37	0.79
3814.453125	-10.21	-21.96	0.87
3817.382813	-10.20	-22.56	0.78
3820.312500	-10.18	-23.15	0.74
3823.242188	-10.17	-23.74	0.71
3826.171875	-10.15	-24.33	0.76
3829.101563	-10.13	-24.92	0.79
3832.031250	-10.11	-25.51	0.87
3834.960938	-10.09	-26.10	0.85
3837.890625	-10.07	-26.69	0.77
3840.820313	-10.05	-27.28	0.88
3843.750000	-10.03	-27.85	0.95
3846.679688	-10.02	-28.39	0.95
3849.609375	-10.00	-28.91	0.93
3852.539063	-9.99	-29.41	0.93
3855.468750	-9.98	-29.92	0.95
3858.398438	-9.97	-30.39	0.93
3861.328125	-9.96	-30.85	0.94
3864.257813	-9.95	-31.29	0.94
3867.187500	-9.94	-31.73	0.90
3870.117188	-9.93	-32.15	0.86
3873.046875	-9.93	-32.58	0.76
3875.976563	-9.92	-33.00	0.64
3878.906250	-9.91	-33.41	0.69
3881.835938	-9.89	-33.81	0.74
3884.765625	-9.88	-34.22	0.68
3887.695313	-9.87	-34.63	0.65
3890.625000	-9.85	-35.06	0.80
3893.554688	-9.83	-35.48	0.84
3896.484375	-9.82	-35.90	0.83
3899.414063	-9.81	-36.30	0.84
3902.343750	-9.80	-36.71	0.88
3905.273438	-9.79	-37.10	0.91
3908.203125	-9.79	-37.46	0.77
3911.132813	-9.78	-37.81	0.76
3914.062500	-9.78	-38.15	0.76
3916.992188	-9.77	-38.49	0.81
3919.921875	-9.77	-38.82	0.88
3922.851563	-9.76	-39.14	0.88
3925.781250	-9.76	-39.45	0.85
3928.710938	-9.75	-39.76	0.88
3931.640625	-9.74	-40.07	0.84
3934.570313	-9.74	-40.38	0.74
3937.500000	-9.73	-40.70	0.91
3940.429688	-9.73	-41.03	0.72
3943.359375	-9.72	-41.35	0.92
3946.289063	-9.72	-41.67	0.91
3949.218750	-9.71	-41.98	0.81
3952.148438	-9.71	-42.30	0.75
3955.078125	-9.70	-42.61	0.95
3958.007813	-9.70	-42.91	0.80
3960.937500	-9.69	-43.19	0.86
3963.867188	-9.69	-43.48	0.95
3966.796875	-9.68	-43.78	0.76
3969.726563	-9.67	-44.08	0.90
3972.656250	-9.67	-44.38	0.85
3975.585938	-9.66	-44.69	0.39
3978.515625	-9.65	-44.99	0.93
3981.445313	-9.64	-45.27	0.93
3984.375000	-9.64	-45.55	0.82
3987.304688	-9.63	-45.83	0.80
3990.234375	-9.63	-46.11	0.75
3993.164063	-9.62	-46.38	0.84
3996.093750	-9.61	-46.64	0.74
3999.023438	-9.61	-46.91	0.83
4001.953125	-9.60	-47.19	0.89
4004.882813	-9.59	-47.46	0.94
4007.812500	-9.58	-47.74	0.66
4010.742188	-9.58	-48.02	0.69
4013.671875	-9.57	-48.29	0.96
4016.601563	-9.56	-48.57	0.91
4019.531250	-9.55	-48.85	0.92
4022.460938	-9.54	-49.13	0.87
4025.390625	-9.53	-49.41	0.80
4028.320313	-9.52	-49.68	0.77
4031.250000	-9.51	-49.95	0.86
4034.179688	-9.51	-50.22	0.84
4037.109375	-9.50	-50.51	0.82
4040.039063	-9.49	-50.79	0.94
4042.968750	-9.48	-51.07	0.95
4045.898438	-9.48	-51.35	0.75
4048.828125	-9.47	-51.63	0.89
4051.757813	-9.46	-51.91	0.88
4054.687500	-9.46	-52.18	0.93
4057.617188	-9.45	-52.46	0.91
4060.546875	-9.45	-52.72	0.68
4063.476563	-9.44	-52.97	0.62
4066.406250	-9.44	-53.22	0.68
4069.335938	-9.44	-53.45	0.66
4072.265625	-9.44	-53.67	0.68
4075.195313	-9.44	-53.90	0.57
4078.125000	-9.44	-54.14	0.53
4081.054688	-9.44	-54.40	0.55
4083.984375	-9.44	-54.68	0.39
4086.914063	-9.43	-54.97	0.49
4089.843750	-9.43	-55.26	0.65
4092.773438	-9.43	-55.54	0.65
4095.703125	-9.42	-55.81	0.60
4098.632813	-9.42	-56.08	0.67
4101.562500	-9.41	-56.36	0.39
4104.492188	-9.41	-56.63	0.23
4107.421875	-9.40	-56.90	0.08
4110.351563	-9.39	-57.18	0.30
4113.281250	-9.39	-57.47	0.16
4116.210938	-9.39	-57.77	0.14
4119.140625	-9.39	-58.07	0.26
4122.070313	-9.39	-58.36	0.55
4125.000000	-9.39	-58.65	0.27
4127.929688	-9.39	-58.94	0.27
4130.859375	-9.40	-59.22	0.17
4133.789063	-9.40	-59.50	0.24
4136.718750	-9.40	-59.79	0.23
4139.648438	-9.41	-60.09	0.57
4142.578125	-9.41	-60.39	0.41
4145.507813	-9.41	-60.70	0.23
4148.437500	-9.41	-61.02	0.28
4151.367188	-9.42	-61.35	0.17
4154.296875	-9.42	-61.70	0.17
4157.226563	-9.42	-62.06	0.36
4160.156250	-9.42	-62.43	0.45
4163.085938	-9.41	-62.82	0.18
4166.015625	-9.41	-63.22	0.22
4168.945313	-9.41	-63.61	0.21
4171.875000	-9.41	-64.02	0.27
4174.804688	-9.41	-64.44	0.13
4177.734375	-9.41	-64.89	0.07
4180.664063	-9.40	-65.33	0.29
4183.593750	-9.40	-65.75	0.26
4186.523438	-9.40	-66.15	0.17
4189.453125	-9.40	-66.56	0.36
4192.382813	-9.40	-66.97	0.16
